Mark,Model,Generation,Car_type,Restyling,Fuel,Drive,Transmissions,Boost_type,Engine_Location,Country,Engine_volume,Maximum_power,Cylinders,Length,Width,Height,Curb_weight_kg,Clearance,Trunk_volume_max,Consumption_average,Expense_city,Expense_track,Maximum_speed,Speed_to_100,Year,Price
Acura,RDX,5,Roadster,No,Electric,4WD,Automatic,Turbo,Rear,France,2.7,135,8,3773,1681,1743,1713,128,205,11.9,17.4,10.5,273,9.5,2021,5567000
Acura,RDX,5,Crossover,Yes,Electric,FWD,Manual,Turbo,Middle,China,2.0,504,4,3671,1679,1709,1210,145,628,5.9,7.6,5.4,286,9.2,2021,1125000
Acura,RDX,1,Hatchback,Yes,Hybrid,AWD,CVT,Turbo,Front,Italy,2.8,423,12,3761,1621,1558,1313,197,218,13.3,16.1,12.3,162,4.3,2022,4610000
Acura,RDX,4,Hatchback,Yes,Diesel,4WD,Manual,Supercharger,Front,Japan,3.3,547,6,4414,1816,1471,1816,229,260,7.3,10.1,7.1,197,3.8,2000,9097000
Acura,RDX,4,MPV,No,Hybrid,RWD,Automatic,None,Front,USA,3.2,479,8,3665,1705,1684,1105,153,335,7.4,9.3,6.1,172,14.9,2021,4689000
Acura,RDX,4,Crossover,Yes,Electric,4WD,CVT,Supercharger,Middle,France,3.0,547,8,4163,1888,1627,1902,135,298,8.9,11.0,8.3,158,13.5,2011,4226000
Acura,RDX,3,MPV,Yes,Diesel,AWD,Dual-clutch,Turbo,Rear,South Korea,2.7,515,6,3733,1963,1406,1746,231,210,9.7,12.4,9.2,186,14.2,2007,5745000
Acura,RDX,3,MPV,No,Hybrid,4WD,Dual-clutch,Turbo,Middle,South Korea,1.8,516,6,3958,1893,1403,1745,176,688,13.3,17.6,12.2,311,14.0,2008,13750000
Acura,RDX,3,Pickup,No,Hybrid,RWD,Manual,Supercharger,Front,China,1.8,175,3,3584,1682,1646,1598,221,645,6.0,7.0,6.0,292,9.8,2004,6844000
Acura,RDX,5,SUV,Yes,Electric,RWD,Manual,Supercharger,Front,Sweden,1.3,283,8,3719,1866,1819,1030,125,693,6.6,8.0,6.5,163,14.6,2021,2419000
Acura,RDX,4,SUV,No,Electric,FWD,CVT,Turbo,Rear,South Korea,1.9,593,6,3866,1649,1628,1509,183,330,14.5,18.6,11.6,207,14.1,2022,5712000
Acura,RDX,2,Hatchback,Yes,Diesel,4WD,CVT,Supercharger,Rear,China,2.6,338,3,4022,1837,1833,2473,198,370,4.6,6.7,3.9,259,9.8,2014,14627000
Acura,RDX,4,Pickup,Yes,Petrol,4WD,CVT,Turbo,Middle,Germany,2.1,144,3,4550,1604,1636,1482,193,203,7.1,10.5,6.5,287,5.9,2006,5337000
Acura,RDX A‑Spec,1,Coupe,No,Hybrid,4WD,CVT,Supercharger,Middle,France,3.9,152,6,4447,1612,1489,995,227,633,12.9,17.6,12.3,301,3.9,2008,10658000
Acura,RDX A‑Spec,4,Coupe,Yes,Electric,AWD,Manual,Supercharger,Rear,UK,1.6,599,8,4747,1983,1448,1039,221,462,14.3,19.7,13.7,156,13.5,2019,4700000
Acura,RDX A‑Spec,4,Crossover,No,Diesel,RWD,CVT,Turbo,Front,China,2.0,537,3,4979,1732,1582,1200,133,261,9.5,11.8,8.6,224,14.1,2012,7099000
Acura,RDX A‑Spec,3,Crossover,No,Hybrid,AWD,Automatic,Turbo,Rear,Japan,3.4,176,6,3757,1964,1449,1987,201,391,9.5,10.8,8.3,222,12.5,2010,3548000
Acura,RDX A‑Spec,4,Hatchback,No,Diesel,RWD,Dual-clutch,Supercharger,Rear,China,2.2,493,4,4463,1969,1478,1688,133,564,8.7,9.8,8.2,267,12.7,2004,3489000
Acura,RDX A‑Spec,5,Crossover,Yes,Diesel,AWD,CVT,None,Front,Sweden,4.7,455,3,4113,1602,1696,2490,122,344,8.3,12.3,8.1,199,13.1,2005,2001000
Acura,RDX A‑Spec,4,Hatchback,No,Diesel,RWD,CVT,None,Middle,France,3.6,452,5,4283,1631,1670,1077,243,298,4.3,5.7,3.7,313,6.5,2022,6468000
Acura,RDX A‑Spec,4,MPV,No,Hybrid,FWD,CVT,Turbo,Middle,China,3.5,512,6,3581,1870,1578,1760,142,517,10.5,14.6,10.4,264,12.6,2018,10650000
Acura,RDX A‑Spec,5,Coupe,Yes,Petrol,RWD,Automatic,Turbo,Middle,France,4.2,440,5,3740,1860,1678,1931,135,638,9.4,12.2,9.4,272,4.9,2005,6642000
Acura,RDX A‑Spec,1,Coupe,Yes,Hybrid,FWD,Manual,None,Front,Germany,2.7,249,12,4795,1622,1692,2039,196,572,10.5,14.1,8.7,280,13.3,2002,10902000
Acura,RDX A‑Spec,2,Crossover,No,Diesel,FWD,Automatic,None,Front,UK,3.3,448,5,4159,1798,1435,2219,201,305,4.0,4.7,3.6,276,13.4,2011,6576000
Acura,RDX A‑Spec,4,Pickup,Yes,Hybrid,AWD,CVT,None,Rear,UK,3.9,534,3,3765,1798,1628,2361,231,656,14.0,19.9,11.7,142,5.4,2005,2333000
Acura,RDX A‑Spec,1,Coupe,Yes,Hybrid,FWD,CVT,Supercharger,Front,USA,4.4,533,6,4863,1765,1788,1791,147,616,8.3,11.2,7.9,189,6.9,2015,11851000
Acura,RDX A‑Spec,4,MPV,Yes,Electric,4WD,Manual,None,Rear,Japan,2.1,432,3,5200,1901,1636,1640,129,436,13.4,16.8,11.6,309,11.4,2015,12093000
Acura,RDX A‑Spec,3,Crossover,Yes,Diesel,4WD,Automatic,Turbo,Middle,France,2.5,233,4,5036,1601,1420,1924,120,455,8.3,11.1,8.1,143,5.4,2009,13083000
Acura,RDX A‑Spec,4,MPV,Yes,Hybrid,AWD,Manual,Supercharger,Front,USA,3.7,331,4,3540,1989,1863,1706,227,264,6.3,7.7,6.3,317,14.7,2018,2116000
Acura,RDX A‑Spec,3,Pickup,Yes,Hybrid,AWD,Dual-clutch,Supercharger,Middle,France,4.3,369,12,3559,1625,1429,1561,163,206,12.1,17.9,10.1,237,12.3,2016,3807000
Acura,RDX A‑Spec,2,Coupe,No,Diesel,AWD,Automatic,Turbo,Middle,France,2.6,311,12,3734,1985,1575,1725,194,394,9.8,13.5,8.2,258,12.4,2001,1726000
Acura,RDX A‑Spec,4,Hatchback,No,Hybrid,AWD,Automatic,None,Front,Sweden,4.7,122,8,4288,1866,1885,1493,234,599,14.2,17.5,12.6,216,6.4,2021,5195000
Acura,RDX A‑Spec,2,Crossover,Yes,Petrol,AWD,Manual,None,Front,Germany,4.6,552,3,4406,1798,1814,2386,200,512,5.8,8.4,5.6,156,4.4,2019,2595000
Acura,RL,3,MPV,No,Hybrid,FWD,Manual,None,Front,Sweden,4.8,156,12,4314,1621,1879,1542,209,439,8.8,10.2,8.4,164,10.0,2019,8973000
Acura,RL,2,MPV,Yes,Diesel,4WD,Dual-clutch,Supercharger,Rear,Germany,4.7,193,8,3621,1947,1627,1070,142,321,12.3,15.6,9.9,150,13.4,2020,12006000
Acura,RL,5,MPV,Yes,Hybrid,RWD,Dual-clutch,Supercharger,Front,South Korea,3.7,295,5,3855,1919,1511,1693,128,602,9.3,11.2,7.9,213,10.6,2014,9266000
Acura,RL,1,Sedan,Yes,Electric,4WD,Dual-clutch,None,Front,South Korea,2.1,265,4,4887,1741,1425,1730,123,515,4.4,5.9,4.3,221,11.5,2011,10161000
Acura,RL,1,Sedan,Yes,Petrol,FWD,Dual-clutch,Turbo,Front,USA,4.3,419,12,4124,1947,1602,1559,197,498,14.5,18.8,12.5,233,9.3,2007,10981000
Acura,RL,2,Coupe,No,Petrol,RWD,Dual-clutch,None,Front,Japan,4.0,285,6,3514,1915,1837,1388,134,620,13.2,18.0,11.6,191,6.1,2019,6737000
Acura,RL,1,Pickup,No,Diesel,4WD,Automatic,Turbo,Rear,Germany,3.4,137,4,4923,1820,1482,1177,198,368,4.3,4.8,3.5,154,6.4,2010,6424000
Acura,RL,1,Sedan,No,Diesel,FWD,Manual,None,Middle,China,4.2,140,6,4311,1850,1713,926,145,208,8.0,9.7,6.8,154,12.6,2023,9672000
Acura,RL,3,Coupe,Yes,Diesel,RWD,Automatic,None,Middle,Italy,4.4,291,12,3769,1687,1841,2005,151,368,7.7,10.0,7.2,242,13.0,2010,6882000
Acura,RL,1,Pickup,No,Diesel,FWD,CVT,None,Rear,Italy,2.1,467,6,3837,1778,1821,1307,240,247,10.7,13.1,9.8,244,8.4,2010,11681000
Acura,RL,2,Crossover,No,Diesel,RWD,CVT,Turbo,Middle,South Korea,2.6,375,4,4343,1790,1569,2366,242,563,13.8,19.2,12.2,245,5.9,2003,5662000
Acura,RL,3,MPV,No,Petrol,RWD,CVT,None,Front,Japan,3.8,400,12,4878,1703,1885,1592,181,394,7.7,8.5,6.4,278,7.5,2006,9787000
Acura,RL,1,Coupe,Yes,Hybrid,FWD,Dual-clutch,None,Front,China,3.8,360,8,3750,1758,1832,949,129,203,3.5,5.1,2.9,259,5.1,2019,11825000
Acura,RL,4,Roadster,Yes,Electric,4WD,Dual-clutch,None,Middle,Sweden,3.4,450,12,4295,1748,1694,1745,208,482,9.9,12.0,8.9,299,11.1,2000,2053000
Acura,RL,4,Crossover,Yes,Electric,AWD,Dual-clutch,Supercharger,Front,USA,1.1,412,4,4402,1881,1713,1647,168,314,4.3,5.6,3.8,286,10.2,2011,6872000
Acura,RL,3,Hatchback,Yes,Hybrid,RWD,Automatic,Supercharger,Middle,UK,4.8,421,3,3864,1961,1891,2073,230,279,4.4,5.3,4.0,317,8.4,2010,7628000
Acura,RL,1,Coupe,No,Electric,FWD,Dual-clutch,Supercharger,Rear,Germany,2.5,595,6,3864,1775,1880,1590,218,416,6.4,8.0,6.1,199,11.5,2002,8003000
Acura,RL,1,SUV,Yes,Petrol,FWD,Manual,None,Rear,UK,1.1,557,12,4610,1840,1750,2165,196,480,8.6,11.3,7.3,278,14.4,2011,8605000
Acura,RL,4,Pickup,Yes,Diesel,AWD,Manual,Supercharger,Middle,China,1.3,318,4,5106,1906,1645,1422,151,645,14.3,19.0,12.7,227,7.3,2013,9216000
Acura,RL,1,Coupe,No,Electric,AWD,Manual,Turbo,Middle,China,3.5,390,3,3823,1845,1677,1081,235,513,10.6,12.1,9.1,293,6.6,2020,11654000
Acura,RLX,5,Sedan,No,Electric,4WD,Automatic,None,Middle,South Korea,4.3,415,8,3994,1661,1465,1743,121,536,10.8,14.0,8.8,254,5.2,2021,7456000
Acura,RLX,4,Pickup,Yes,Diesel,AWD,CVT,None,Front,Italy,1.1,360,6,4185,1757,1499,2015,149,464,11.3,13.9,10.8,187,6.1,2003,3222000
Acura,RLX,3,MPV,Yes,Hybrid,4WD,Manual,None,Middle,France,4.4,287,12,5030,1784,1780,1889,185,312,8.5,9.8,7.8,207,6.2,2003,4065000
Acura,RLX,3,Coupe,No,Electric,RWD,CVT,None,Rear,Japan,1.8,97,4,3929,1807,1810,1030,190,472,11.3,16.8,11.0,277,10.2,2020,7179000
Acura,RLX,3,Pickup,Yes,Petrol,4WD,Automatic,Supercharger,Front,USA,4.5,347,4,4126,1886,1558,2230,136,201,9.3,11.9,8.9,233,5.4,2009,6781000
Acura,RLX,1,MPV,Yes,Petrol,RWD,Automatic,Turbo,Rear,Japan,3.7,140,12,4120,1846,1844,2423,247,248,13.5,15.1,12.6,314,5.6,2008,6442000
Acura,RLX,3,Sedan,Yes,Electric,FWD,Dual-clutch,Turbo,Front,China,4.6,558,6,4975,1654,1566,1433,123,562,6.1,7.3,4.9,225,5.6,2023,10321000
Acura,RLX,4,Roadster,No,Hybrid,AWD,Manual,None,Front,Italy,4.9,570,4,4300,1800,1511,1182,233,538,4.1,5.3,3.8,199,9.0,2003,11431000
Acura,RLX,3,Hatchback,Yes,Hybrid,RWD,Dual-clutch,Supercharger,Front,China,4.2,460,5,4537,1906,1577,1272,144,652,9.1,11.5,7.4,247,8.5,2008,14468000
Acura,RLX,2,Sedan,Yes,Petrol,RWD,Manual,Turbo,Rear,South Korea,1.2,203,8,4720,1762,1838,1185,190,258,5.8,7.0,5.3,226,10.7,2023,4813000
Acura,RLX,5,Sedan,Yes,Diesel,AWD,CVT,None,Front,Japan,3.4,206,6,4255,1712,1420,2364,230,580,10.2,14.1,8.6,304,4.3,2003,9465000
Acura,RLX,3,Roadster,No,Diesel,RWD,Dual-clutch,Supercharger,Front,Japan,2.2,560,3,4561,1630,1519,2422,197,535,13.6,17.1,11.1,178,11.4,2004,10034000
Acura,RLX,2,Crossover,No,Electric,FWD,CVT,Turbo,Rear,South Korea,2.1,470,3,4085,1863,1712,2365,229,616,5.7,8.2,4.8,252,4.3,2015,5585000
Acura,RLX,5,Roadster,Yes,Petrol,FWD,Dual-clutch,Supercharger,Rear,Italy,2.9,132,4,4174,1877,1585,1610,170,673,9.4,11.2,8.8,141,8.4,2013,12680000
Acura,RLX,1,MPV,No,Hybrid,AWD,Manual,Supercharger,Rear,Italy,3.5,487,8,4233,1775,1887,2246,223,443,6.0,6.9,4.9,210,7.5,2015,9110000
Acura,RLX,1,MPV,No,Hybrid,FWD,Dual-clutch,Turbo,Rear,France,4.6,341,4,3582,1972,1586,2417,121,504,3.7,4.3,3.2,231,11.2,2011,13169000
Acura,RLX,2,MPV,Yes,Electric,RWD,Dual-clutch,Turbo,Rear,Germany,1.3,106,5,4622,1667,1669,1880,173,698,9.5,13.2,8.1,301,9.3,2020,13262000
Acura,RLX,2,Coupe,No,Hybrid,AWD,CVT,Turbo,Front,Italy,4.0,305,8,4924,1964,1890,2071,125,343,3.3,4.5,3.1,287,9.8,2015,6967000
Acura,RLX,2,Roadster,Yes,Petrol,FWD,Dual-clutch,Turbo,Rear,France,2.7,414,12,4767,1709,1525,1180,140,352,14.1,17.1,11.4,270,11.5,2022,6773000
Acura,RLX,3,Pickup,Yes,Petrol,AWD,Automatic,Supercharger,Front,China,4.6,429,5,5071,1685,1795,1152,232,389,14.2,17.5,12.9,257,12.7,2013,5519000
Acura,TL,3,Coupe,No,Petrol,RWD,CVT,None,Middle,Italy,4.0,397,6,4989,1767,1758,1547,170,632,4.3,5.0,3.7,313,5.1,2023,11312000
Acura,TL,5,Pickup,No,Hybrid,RWD,Dual-clutch,Supercharger,Rear,Germany,1.9,391,12,4120,1786,1781,1435,155,629,12.1,15.2,10.2,246,13.4,2006,6046000
Acura,TL,1,Hatchback,Yes,Electric,RWD,Manual,Supercharger,Rear,UK,3.3,555,3,3893,1636,1669,1037,163,566,6.3,8.9,5.8,260,6.4,2002,1627000
Acura,TL,4,Coupe,Yes,Electric,4WD,Manual,Turbo,Front,Sweden,2.8,279,6,4382,1616,1557,1380,214,601,6.0,6.8,5.2,274,7.3,2008,12903000
Acura,TL,5,SUV,No,Diesel,4WD,Dual-clutch,Supercharger,Rear,China,3.8,437,6,4574,1762,1538,965,141,333,4.7,6.1,4.0,276,9.7,2008,2844000
Acura,TL,5,Roadster,Yes,Hybrid,4WD,Dual-clutch,Turbo,Front,Sweden,3.1,398,12,5066,1700,1845,1612,203,261,14.6,17.4,13.8,301,7.1,2006,10768000
Acura,TL,2,Crossover,Yes,Petrol,AWD,CVT,Supercharger,Rear,China,1.8,520,3,4033,1648,1624,927,195,665,3.8,5.0,3.3,190,9.8,2005,13410000
Acura,TL,5,MPV,Yes,Electric,4WD,Manual,None,Rear,Sweden,1.8,490,4,5168,1825,1789,922,154,618,4.0,4.4,3.9,167,9.1,2008,11472000
Acura,TL,4,SUV,Yes,Hybrid,FWD,CVT,Supercharger,Middle,USA,4.8,460,6,3800,1673,1659,1074,219,649,5.6,8.2,4.5,154,14.3,2016,7015000
Acura,TL,1,Sedan,Yes,Petrol,FWD,Automatic,None,Rear,UK,1.8,436,4,4159,1951,1634,2382,160,378,7.1,9.9,6.6,146,11.0,2012,8080000
Acura,TL,5,Roadster,No,Hybrid,RWD,Automatic,None,Rear,Japan,2.7,591,12,3751,1623,1757,1929,231,391,13.4,19.6,12.6,154,13.4,2003,10166000
Acura,TL,3,MPV,No,Electric,AWD,CVT,Turbo,Front,UK,2.1,225,5,4381,1702,1846,1572,185,509,11.8,14.4,11.3,175,4.6,2019,771000
Acura,TL,1,Roadster,No,Diesel,AWD,Automatic,Supercharger,Middle,Japan,3.1,392,6,4766,1968,1713,1007,120,433,9.4,11.6,8.8,311,9.1,2017,6973000
Acura,TL,1,Sedan,No,Electric,FWD,Automatic,None,Middle,France,1.7,477,5,3720,1820,1579,971,237,449,13.0,17.7,12.8,269,8.5,2021,7234000
Acura,TL,3,Coupe,Yes,Petrol,FWD,CVT,Supercharger,Middle,USA,1.1,579,6,3658,1891,1503,1958,145,302,3.2,4.4,2.8,149,5.2,2022,10688000
Acura,TL,5,Sedan,Yes,Hybrid,4WD,CVT,Turbo,Middle,Italy,4.2,540,4,3979,1739,1715,1189,167,577,5.1,7.0,5.0,301,4.8,2005,6348000
Acura,TL,5,Sedan,No,Electric,RWD,Dual-clutch,Turbo,Front,USA,3.4,378,5,4598,1777,1557,1620,182,201,13.5,16.7,13.4,269,12.6,2005,7075000
Acura,TL,1,Crossover,No,Diesel,RWD,Dual-clutch,Supercharger,Rear,Germany,3.6,320,12,5009,1639,1637,1338,200,233,4.3,5.0,4.3,167,8.2,2007,782000
Acura,TL,4,Coupe,No,Petrol,AWD,Automatic,Supercharger,Rear,Sweden,1.8,525,5,4935,1957,1798,1505,175,499,9.9,13.6,9.3,212,11.1,2017,4627000
Acura,TL,3,Roadster,Yes,Hybrid,RWD,Automatic,Supercharger,Middle,USA,4.6,124,12,3642,1752,1885,2278,180,345,4.8,5.9,4.6,170,6.0,2020,13434000
Acura,TLX,3,Hatchback,Yes,Hybrid,4WD,Dual-clutch,Turbo,Front,Japan,3.1,196,3,5143,1641,1693,902,211,610,6.9,9.1,5.6,313,13.2,2009,5876000
Acura,TLX,4,MPV,No,Hybrid,AWD,CVT,Supercharger,Front,Sweden,4.6,306,5,5070,1807,1514,2417,221,480,11.0,12.8,9.9,310,10.1,2015,7835000
Acura,TLX,3,Roadster,Yes,Petrol,FWD,CVT,Supercharger,Middle,USA,1.7,584,8,4545,1953,1501,962,200,518,3.8,5.5,3.4,155,12.5,2025,2556000
Acura,TLX,4,Crossover,No,Diesel,RWD,Manual,Supercharger,Middle,Germany,3.3,112,3,4246,1702,1540,1768,218,292,8.7,11.1,8.5,184,5.1,2023,3981000
Acura,TLX,5,Crossover,No,Hybrid,RWD,Dual-clutch,None,Front,France,3.3,86,12,5084,1778,1820,2495,165,539,12.6,15.8,10.1,306,11.0,2004,11161000
Acura,TLX,3,Coupe,No,Hybrid,4WD,Dual-clutch,None,Middle,Sweden,2.7,277,6,4547,1938,1443,1467,242,590,8.3,11.5,7.8,304,6.3,2020,7041000
Acura,TLX,2,Sedan,Yes,Diesel,FWD,Automatic,Turbo,Middle,USA,1.1,204,8,5098,1737,1402,1627,138,594,10.0,11.5,9.4,304,12.9,2005,11097000
Acura,TLX,1,Sedan,Yes,Hybrid,4WD,Dual-clutch,None,Middle,Japan,2.1,437,3,4550,1701,1409,910,172,264,9.2,11.7,8.0,292,6.9,2019,1125000
Acura,TLX,3,MPV,No,Diesel,4WD,Dual-clutch,Supercharger,Front,UK,1.5,450,5,5080,1741,1456,1345,156,615,8.5,11.9,8.1,282,5.2,2020,3100000
Acura,TLX,5,Crossover,Yes,Diesel,RWD,CVT,Supercharger,Front,Japan,1.7,458,4,4467,1623,1532,2411,139,481,14.0,20.7,13.7,207,9.0,2019,8626000
Acura,TLX,2,SUV,Yes,Electric,4WD,Manual,Supercharger,Front,UK,2.2,340,8,3576,1707,1728,1303,193,398,6.6,8.4,5.5,210,10.6,2024,1753000
Acura,TLX,2,Pickup,Yes,Hybrid,FWD,CVT,Turbo,Middle,Italy,3.1,217,3,3753,1827,1783,1545,243,285,5.1,7.5,4.2,205,4.8,2004,7434000
Acura,TLX,2,Pickup,Yes,Diesel,4WD,CVT,Turbo,Rear,China,1.9,457,5,5148,1926,1818,1852,173,679,6.2,7.9,5.7,281,13.1,2019,3498000
Acura,TLX,3,Sedan,Yes,Electric,RWD,Dual-clutch,None,Middle,UK,2.8,167,8,4841,1997,1840,1606,208,267,10.1,14.6,8.2,284,5.5,2008,3303000
Acura,TLX,4,Roadster,No,Diesel,FWD,Manual,Turbo,Front,Germany,3.5,363,4,4820,1650,1784,2005,166,545,11.7,15.0,10.6,148,13.4,2013,12062000
Acura,TLX,4,SUV,Yes,Diesel,RWD,Manual,Supercharger,Rear,France,1.6,245,5,3720,1901,1786,1989,204,267,5.1,6.4,5.0,164,13.4,2009,5591000
Acura,TLX,5,MPV,Yes,Electric,FWD,Manual,Turbo,Rear,Italy,4.5,566,8,4349,1714,1725,1277,224,480,12.6,15.7,12.5,301,11.4,2014,4267000
Acura,TLX,3,SUV,Yes,Petrol,RWD,Manual,Turbo,Front,China,3.1,516,3,5152,1832,1859,1325,136,474,14.9,21.9,14.0,148,4.7,2018,12905000
Acura,TLX,4,Hatchback,No,Diesel,FWD,CVT,None,Rear,France,2.9,212,6,4818,1690,1574,1803,144,401,14.2,16.4,12.4,243,14.7,2004,8595000
Acura,TLX,2,Crossover,Yes,Diesel,FWD,Automatic,Supercharger,Front,South Korea,1.2,489,4,4172,1749,1821,1924,165,483,10.6,14.6,10.5,259,12.2,2007,13673000
Acura,TSX,2,Hatchback,No,Electric,4WD,Manual,None,Rear,South Korea,1.3,171,4,3753,1913,1721,1216,215,461,8.1,10.5,6.7,218,5.9,2005,13946000
Acura,TSX,3,Pickup,No,Petrol,RWD,Dual-clutch,None,Front,USA,3.4,114,12,4549,1678,1559,1769,182,205,5.8,6.4,4.8,156,7.2,2002,10634000
Acura,TSX,4,Sedan,Yes,Diesel,RWD,CVT,Turbo,Middle,France,4.8,200,12,4090,1976,1884,2199,208,326,6.3,7.9,6.3,193,5.8,2008,3178000
Acura,TSX,4,Coupe,Yes,Electric,RWD,CVT,None,Middle,UK,4.3,358,8,4819,1727,1527,1134,212,670,9.7,11.7,9.4,160,9.9,2007,12396000
Acura,TSX,1,Pickup,No,Electric,4WD,Manual,Turbo,Rear,Germany,1.6,393,6,4177,1730,1603,915,121,629,12.8,18.0,11.7,217,12.2,2025,7822000
Acura,TSX,4,Sedan,No,Petrol,RWD,CVT,None,Front,China,3.0,301,3,5076,2000,1624,2403,170,419,9.6,10.8,8.0,159,4.1,2010,844000
Acura,TSX,4,Pickup,Yes,Electric,AWD,CVT,Turbo,Middle,South Korea,3.4,376,6,4911,1843,1615,1422,242,490,9.4,11.2,8.8,236,14.8,2023,4412000
Acura,TSX,2,SUV,No,Hybrid,4WD,CVT,Supercharger,Rear,UK,2.2,429,8,4948,1810,1820,2086,216,484,7.2,9.5,6.6,279,9.6,2009,9521000
Acura,TSX,1,Sedan,No,Electric,RWD,Manual,Turbo,Rear,Sweden,2.9,423,12,4126,1940,1852,1072,241,285,4.1,5.8,3.6,211,4.1,2005,12361000
Acura,TSX,1,Crossover,No,Electric,4WD,Dual-clutch,Supercharger,Rear,USA,3.5,351,3,4777,1787,1516,2440,225,533,6.4,8.0,5.1,257,11.3,2016,14554000
Acura,TSX,1,Crossover,No,Petrol,AWD,Automatic,Turbo,Front,France,1.6,167,12,4884,1888,1551,1543,227,208,3.1,4.1,3.0,245,14.8,2004,14403000
Acura,TSX,1,Crossover,No,Hybrid,AWD,CVT,Turbo,Middle,Germany,1.2,308,8,3611,1685,1442,1990,187,321,9.2,12.0,8.9,167,4.9,2008,10722000
Acura,TSX,4,Hatchback,Yes,Hybrid,AWD,Automatic,None,Front,Sweden,2.2,139,5,4932,1988,1727,2195,125,565,7.4,8.8,6.8,146,8.8,2012,2447000
Acura,TSX,5,Pickup,Yes,Electric,AWD,Automatic,Turbo,Middle,South Korea,1.8,181,12,4511,1744,1670,2427,134,394,11.4,13.9,10.0,182,5.4,2008,12694000
Acura,TSX,2,Crossover,No,Diesel,AWD,CVT,Supercharger,Middle,Italy,1.9,487,3,4359,1646,1652,1149,166,250,14.6,21.2,11.9,244,5.8,2020,9489000
Acura,TSX,5,Hatchback,Yes,Petrol,AWD,Manual,Turbo,Rear,USA,3.5,349,3,4752,1794,1613,1756,161,292,4.1,5.3,3.6,187,10.9,2016,2422000
Acura,TSX,1,Roadster,Yes,Diesel,RWD,Manual,None,Front,Japan,4.3,388,3,4515,1688,1826,1952,170,535,5.6,7.3,4.8,224,12.2,2011,13161000
Acura,TSX,3,Coupe,No,Petrol,FWD,Automatic,Supercharger,Rear,France,2.7,338,12,4078,1779,1458,1611,188,491,9.9,14.3,9.4,187,7.1,2016,6933000
Acura,TSX,2,Pickup,No,Diesel,FWD,Automatic,Supercharger,Middle,Germany,1.2,523,5,4947,1884,1532,2201,229,572,9.1,10.1,8.5,312,10.3,2014,10520000
Acura,TSX,4,SUV,Yes,Petrol,4WD,Automatic,Supercharger,Front,Germany,4.1,452,3,3976,1931,1833,1224,205,263,14.5,20.8,13.9,255,12.2,2010,5379000
Acura,ZDX,2,Pickup,No,Electric,RWD,Automatic,Supercharger,Rear,Sweden,5.0,353,6,3994,1862,1710,2102,181,501,9.7,11.4,8.2,258,8.7,2001,2253000
Acura,ZDX,3,Pickup,No,Hybrid,AWD,CVT,Supercharger,Rear,China,1.5,233,3,4929,1650,1885,988,125,279,7.1,8.3,6.4,258,7.0,2003,6816000
Acura,ZDX,3,Hatchback,No,Hybrid,FWD,CVT,Supercharger,Front,Germany,3.4,116,12,4943,1850,1502,1874,155,545,3.8,4.7,3.3,141,14.7,2004,1891000
Acura,ZDX,1,Hatchback,No,Petrol,RWD,Manual,Turbo,Middle,Italy,3.7,410,5,4835,1907,1738,1222,141,497,14.1,17.0,12.4,161,5.6,2020,1666000
Acura,ZDX,4,Crossover,No,Electric,4WD,CVT,None,Middle,Italy,1.1,104,5,5055,1953,1794,1837,134,200,11.0,15.1,10.3,250,4.4,2018,14606000
Acura,ZDX,5,MPV,Yes,Electric,FWD,Manual,Supercharger,Front,Italy,4.3,112,6,3794,1982,1847,2134,173,353,13.4,15.9,11.9,294,9.3,2015,13418000
Acura,ZDX,2,Hatchback,Yes,Hybrid,RWD,Automatic,Supercharger,Rear,South Korea,1.1,106,8,4698,1679,1599,1601,219,540,3.8,5.0,3.7,201,5.2,2023,6552000
Acura,ZDX,4,Coupe,No,Diesel,AWD,Dual-clutch,Turbo,Middle,France,3.9,376,4,4638,1833,1511,1861,141,358,7.3,10.8,6.6,220,14.9,2014,14370000
Acura,ZDX,4,Coupe,Yes,Electric,FWD,CVT,Turbo,Middle,Germany,3.1,568,6,4735,1723,1872,1568,194,546,4.2,4.7,3.7,188,9.7,2009,12219000
Acura,ZDX,1,Roadster,Yes,Electric,4WD,Automatic,Supercharger,Front,Japan,2.7,446,12,3945,1893,1610,1172,140,467,13.0,15.0,10.6,179,5.8,2022,14925000
Acura,ZDX,3,Sedan,Yes,Hybrid,4WD,Dual-clutch,Supercharger,Middle,China,2.9,131,5,4372,1761,1896,1584,129,351,11.3,15.1,10.4,221,4.8,2013,7818000
Acura,ZDX,3,SUV,No,Diesel,4WD,CVT,None,Front,China,3.9,588,6,3999,1754,1498,2209,127,277,7.3,9.0,6.5,305,10.2,2017,4964000
Acura,ZDX,3,Roadster,Yes,Diesel,RWD,Manual,Turbo,Front,Sweden,4.2,222,5,3785,1649,1573,1788,138,700,9.3,11.2,9.2,236,14.5,2003,12826000
Acura,ZDX,3,Roadster,No,Electric,AWD,Automatic,Turbo,Middle,South Korea,4.7,264,3,4945,1610,1884,1029,189,274,12.0,13.5,11.7,278,13.4,2000,13286000
Acura,ZDX,5,Pickup,No,Electric,FWD,Automatic,Supercharger,Front,France,2.5,546,5,3946,1609,1537,1394,242,605,9.1,12.1,7.5,193,3.6,2001,960000
