brand,model,year,generation,price,price_num,engine,power_l_s,transmission,drive,body_type,mileage,owners_count,steering,equipment
Nissan,AD,2000,3 поколение,N/A,N/A,"бензин, 1.3 л",87,АКПП,передний,N/A,200 000 км,4,правый,1.3 DX; акпп; цена 220тыс.р.
Ford,Focus,2006,2 поколение,N/A,N/A,"бензин, 1.6 л",100,АКПП,передний,хэтчбек 3 дв.,262 262 км,N/A,левый,N/A
Toyota,Corona Premio,1999,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",115,АКПП,передний,N/A,250 000 км,4,правый,1.8 E; бензин; цена 190 тысяч рублей
Toyota,Corolla II,1992,3 поколение,N/A,N/A,"бензин, 1.5 л",115,АКПП,передний,хэтчбек 3 дв.,200 000 км,4,правый,1.5 ZS; Алтай; автомат; бензин; синий; 1.5л.
Suzuki,Escudo,2005,3 поколение,N/A,N/A,"бензин, 2.0 л",145,АКПП,4WD,джип/suv 5 дв.,121 000 км,2,правый,2.0 XG 4WD
Toyota,Corolla,2005,9 поколение,N/A,N/A,"бензин, 1.4 л",97,механика,передний,хэтчбек 5 дв.,277 000 км,4,левый,1.4 MT Sol
Toyota,Crown Majesta,2004,4 поколение,N/A,N/A,"бензин, 4.3 л",280,АКПП,задний,N/A,195 000 км,3,правый,4.3 C type
Chevrolet,Cruze,2013,"1 поколение, рестайлинг",N/A,N/A,"дизель, 2.0 л",163,механика,передний,универсал,300 000 км,2,левый,2.0 TD MT LTZ+
Daewoo,Nexia,2010,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.5 л",80,механика,передний,седан,181 000 км,3,левый,1.5 SOHC MT HC16
Nissan,Primera,1997,2 поколение,N/A,N/A,"бензин, 1.6 л",99,механика,передний,седан,330 000 км,4,левый,1.6 MT SLX
Hyundai,Creta,2021,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",123,механика,передний,N/A,N/A,N/A,левый,N/A
Toyota,Venza,2013,"1 поколение, рестайлинг",N/A,N/A,"бензин, 2.7 л",185,АКПП,4WD,N/A,226 467 км,1,левый,N/A
Toyota,Alphard,2019,"3 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л, гибрид",152,вариатор,4WD,N/A,"105 000 км , без пробега по РФ",N/A,правый,Hybrid 2.5 SR C Package 4WD
Лада,Ларгус Кросс,2025,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",106,механика,передний,N/A,2 500 км,1,левый,1.6 MT Enjoy 7 мест
Hyundai,i40,2014,1 поколение,N/A,N/A,"бензин, 2.0 л",178,АКПП,передний,седан,102 000 км,1,левый,2.0 AT Advance
Toyota,Land Cruiser Prado,1996,2 поколение,N/A,N/A,"бензин, 3.4 л",185,механика,4WD,джип/suv 3 дв.,200 000 км,3,правый,3.4 RZ
Лада,2114 Самара,2007,1 поколение,N/A,N/A,"бензин, 1.6 л",81,механика,передний,хэтчбек 5 дв.,220 150 км,3,левый,N/A
Лада,2105,2005,1 поколение,N/A,N/A,"бензин, 1.5 л",71,механика,задний,N/A,99 км,3,N/A,N/A
Toyota,Crown,2018,15 поколение,N/A,N/A,"бензин, 2.5 л, гибрид",184,вариатор,задний,седан,90 036 км,1,правый,2.5 RS Advance
Opel,Astra Family,2012,"3 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",115,механика,передний,хэтчбек 5 дв.,N/A,N/A,левый,N/A
Toyota,Passo,2016,3 поколение,N/A,N/A,"бензин, 1.0 л",69,вариатор,передний,N/A,120 761 км,2,правый,1.0 X L Package S; цена 715 тысяч рублей
Toyota,Corolla,1996,8 поколение,N/A,N/A,"бензин, 1.6 л",115,АКПП,4WD,седан,300 000 км,3,правый,1.6 SE saloon G package
Mercedes,Benz E Class,2004,3 поколение,N/A,N/A,"бензин, 3.2 л",224,АКПП,4WD,седан,305 000 км,3,левый,N/A
Cadillac,Escalade,2021,5 поколение,N/A,N/A,"бензин, 6.2 л",416,АКПП,4WD,джип/suv 5 дв.,52 059 км,3,левый,6.2 AT Sport
Subaru,Legacy,2008,"4 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",173,АКПП,4WD,седан,458 400 км,3,левый,2.5i AT
Toyota,Corolla,2005,"9 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.5 л",105,АКПП,4WD,седан,247 000 км,4,правый,1.5 X 4WD
Ford,Focus,2011,3 поколение,N/A,N/A,"бензин, 1.6 л",105,механика,передний,седан,300 000 км,4,левый,1.6 MT Trend; б/у; МКПП; седан; бензин; 1.6л.; 490 тыс.рублей
Hyundai,Santa Fe Classic,2008,1 поколение,N/A,N/A,"дизель, 2.0 л",112,АКПП,4WD,N/A,150 000 км,3,левый,2.0 CRDi AT 4WD AT3
Toyota,RAV4,2002,2 поколение,N/A,N/A,"бензин, 2.0 л",150,АКПП,4WD,джип/suv 5 дв.,345 000 км,4,левый,2.0 AT 4WD
Hyundai,Creta,2021,2 поколение,N/A,N/A,"бензин, 1.6 л",123,АКПП,передний,N/A,59 000 км,1,левый,1.6 AT 2WD Classic
Лада,1111 Ока,2000,1 поколение,N/A,N/A,"бензин, 0.7 л, ГБО",33,механика,передний,N/A,N/A,N/A,левый,0.6 MT 11113
Лада,2110,1998,1 поколение,N/A,N/A,"бензин, 1.5 л",71,механика,передний,N/A,N/A,N/A,левый,4/ стекло подъемники; музыка
Toyota,Crown,1998,"10 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",200,АКПП,задний,седан,250 000 км,3,правый,2.5 Royal saloon
Toyota,RAV4,2000,2 поколение,N/A,N/A,"бензин, 2.0 л",152,АКПП,4WD,джип/suv 3 дв.,65 000 км,4,правый,2.0 L Wide Sport
Toyota,Yaris,2021,4 поколение,N/A,N/A,"бензин, 1.0 л",69,вариатор,передний,хэтчбек 5 дв.,"100 000 км , без пробега по РФ",N/A,правый,1.0 X; коробка автомат; бензин; хэтчбек 5 дв.; передний привод
Лада,Приора,2013,1 поколение,N/A,N/A,"бензин, 1.6 л",98,механика,передний,хэтчбек 5 дв.,N/A,N/A,левый,2 аирбэга (водитель и передний пассажир); МКПП; 16...
BMW,5 Series,2019,7 поколение,N/A,N/A,"дизель, 2.0 л",190,АКПП,4WD,седан,189 214 км,2,левый,520d AT xDrive Exclusive
Лада,Нива Тревел,2025,1 поколение,N/A,N/A,"бензин, 1.7 л",83,механика,4WD,N/A,новый автомобиль,N/A,левый,1.7 MT Luxe'24
Лада,Гранта,2013,1 поколение,N/A,N/A,"бензин, 1.6 л",87,механика,передний,седан,149 000 км,2,левый,1.6 MT Норма 010; пробег 149тысяч км; механическая коробка
Mercedes,Benz S Class,2012,"5 поколение, рестайлинг",N/A,N/A,"бензин, 3.5 л",306,АКПП,4WD,седан,200 000 км,4,левый,S350 L 4MATIC Базовая
Лада,2115 Самара,2010,1 поколение,N/A,N/A,"бензин, 1.6 л",81,механика,передний,N/A,N/A,N/A,левый,N/A
Mercedes,Benz GLE Coupe,2020,2 поколение,N/A,N/A,"бензин, 3.0 л, гибрид",435,АКПП,4WD,N/A,70 000 км,1,левый,AMG 53 4MATIC+
Hyundai,Grand Starex,2008,N/A,N/A,N/A,2.5 л,174,механика,задний,N/A,199 692 км,1,левый,N/A
Hyundai,Getz,2005,1 поколение,N/A,N/A,"бензин, 1.3 л",85,механика,передний,хэтчбек 5 дв.,252 000 км,3,левый,1.3 MT GLS TB05a
Kia,Cerato,2006,1 поколение,N/A,N/A,"бензин, 1.6 л",105,механика,передний,седан,183 000 км,4,левый,N/A
Лада,2114 Самара,2010,1 поколение,N/A,N/A,"бензин, 1.6 л",81,механика,передний,хэтчбек 5 дв.,N/A,N/A,левый,N/A
Ford,Focus,2016,"3 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",105,робот,передний,седан,N/A,N/A,левый,1.6 PowerShift SYNC Edition
Kia,Sportage,2018,"4 поколение, рестайлинг",N/A,N/A,"бензин, 2.4 л",184,АКПП,4WD,джип/suv 5 дв.,71 000 км,2,левый,2.4 AT 4WD Luxe+; джип/suv 5 дв.
Subaru,Legacy,1998,3 поколение,N/A,N/A,"бензин, 2.0 л",137,АКПП,4WD,универсал,250 000 км,4,правый,N/A
Subaru,Outback,2007,"3 поколение, рестайлинг",N/A,N/A,"бензин, 2.5 л",173,АКПП,4WD,универсал,360 000 км,4,левый,N/A
Toyota,Isis,2012,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.8 л",144,вариатор,передний,N/A,172 000 км,2,правый,1.8 G
Nissan,X Trail,2015,3 поколение,N/A,N/A,"бензин, 2.0 л",144,вариатор,передний,N/A,240 000 км,2,левый,2.0 CVT 2WD SE+
Лада,2114 Самара,2006,1 поколение,N/A,N/A,"бензин, 1.5 л",77,механика,передний,хэтчбек 5 дв.,N/A,N/A,левый,1.5 MT Базовая
Geely,Cityray,2025,1 поколение,N/A,N/A,"бензин, 1.5 л",147,робот,передний,N/A,новый автомобиль,N/A,левый,1.5T DCT Flagship
Geely,Atlas,2024,2 поколение,N/A,N/A,"бензин, 2.0 л",200,АКПП,4WD,N/A,новый автомобиль,N/A,левый,2.0 TD AT Flagship
Nissan,Murano,2010,2 поколение,N/A,N/A,"бензин, 3.5 л",249,вариатор,4WD,джип/suv 5 дв.,150 000 км,4,левый,3.5 CVT SE+
Лада,Искра,2025,1 поколение,N/A,N/A,"бензин, 1.6 л",106,вариатор,передний,седан,новый автомобиль,N/A,левый,1.6 CVT 2WD Life
Renault,Symbol,2008,2 поколение,N/A,N/A,"бензин, 1.4 л",98,АКПП,передний,Кондиционер Регулировка зеркал Обогрев зеркал заднего стекла Полноценная запаска Сигнализация с а/з и о/с Противотуманки,227 964 км,4,левый,1.4 AT Expression
Chevrolet,Niva,2008,1 поколение,N/A,N/A,"бензин, 1.7 л",80,механика,4WD,N/A,129 780 км,2,левый,1.7 MT GLS
Nissan,X Trail,2015,3 поколение,N/A,N/A,"бензин, 2.0 л",144,вариатор,4WD,N/A,120 333 км,2,левый,Обзор: Противотуманные фары; Светодиодные фары; Датчик дождя; Датчик света; Электрообогрев боковых зеркал; Омыватель фар; Электрообогрев лобового стекла; Система управления дальним светом; Автоматический корректор фар
Лада,Гранта Кросс,2025,1 поколение,N/A,N/A,"бензин, 1.6 л",90,механика,передний,универсал,новый автомобиль,N/A,левый,1.6 MT Comfort('24)
Ford,Focus,2009,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.4 л",80,механика,передний,хэтчбек 3 дв.,284 000 км,4,левый,1.4 MT Ambiente
Лада,Веста Кросс,2024,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",122,вариатор,передний,универсал,30 км,1,левый,Обзор: Светодиодные фары; Датчик дождя; Датчик света; Электрообогрев боковых зеркал; Электрообогрев лобового стекла
Renault,Kaptur,2021,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",114,механика,передний,N/A,88 000 км,1,левый,Обзор: Противотуманные фары; Светодиодные фары; Датчик дождя; Датчик света; Электрообогрев боковых зеркал; Электрообогрев лобового стекла
Mazda,Mazda3,2010,2 поколение,N/A,N/A,"бензин, 1.6 л",105,АКПП,передний,седан,159 776 км,3,левый,Кондиционер
Renault,Duster,2016,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",114,механика,4WD,N/A,121 804 км,2,левый,N/A
Audi,S4,2020,"6 поколение, рестайлинг",N/A,N/A,"бензин, 3.0 л",354,автомат,4WD,седан,96 516 км,4,левый,N/A
Honda,Fit,2011,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.3 л",99,вариатор,передний,N/A,135 000 км,1,правый,1.3 G 10th Anniversary
Toyota,Vitz,2003,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.3 л",87,АКПП,4WD,хэтчбек 5 дв.,287 000 км,4,правый,1.3 F
Mitsubishi,ASX,2012,1 поколение,N/A,N/A,"бензин, 1.8 л",140,вариатор,передний,N/A,96 000 км,3,левый,N/A
Toyota,Caldina,1996,1 поколение,N/A,N/A,2.0 л,140,автомат,4WD,N/A,360 000 км,4,правый,N/A
Skoda,Octavia,2013,3 поколение,N/A,N/A,"бензин, 1.8 л",180,робот,передний,лифтбек,290 727 км,4,левый,1.8 TSI DSG Elegance
Mazda,Mazda6,2018,"3 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",150,АКПП,передний,седан,107 000 км,3,левый,2.0 AT Supreme; седан
Nissan,March Box,1999,2 поколение,N/A,N/A,"бензин, 1.0 л",60,АКПП,передний,N/A,165 200 км,3,правый,1.0 BOX
Honda,CR V,1996,1 поколение,N/A,N/A,"бензин, 2.0 л",130,АКПП,4WD,N/A,145 000 км,3,правый,2.0 B specification; правый руль; бензиновый
Volkswagen,Polo,2002,4 поколение,N/A,N/A,"бензин, 1.4 л",75,механика,передний,хэтчбек 5 дв.,N/A,N/A,левый,N/A
Chevrolet,Niva,2018,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.7 л",80,механика,4WD,N/A,95 000 км,1,левый,1.7 MT LC
Toyota,RAV4,2020,5 поколение,N/A,N/A,"бензин, 2.5 л",199,АКПП,4WD,джип/suv 5 дв.,72 881 км,1,левый,2.5 AT 4WD Комфорт; джип/suv 5 дв.; бензин; 4WD; 2.5 литра
Kia,Sorento,2023,4 поколение,N/A,N/A,"дизель, 2.2 л",202,робот,4WD,джип/suv 5 дв.,38 223 км,2,левый,2.2 D DCT 4WD Signature
BMW,3 Series,2016,"6 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",184,АКПП,4WD,седан,149 000 км,3,левый,320i AT xDrive
Mercedes,Benz GLA Class,2019,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",150,робот,передний,N/A,56 000 км,4,левый,N/A
Honda,Vezel,2014,1 поколение,N/A,N/A,"бензин, 1.5 л, гибрид",132,робот,передний,N/A,156 500 км,1,правый,N/A
